Customer ID,Credit Score,Annual Income,Debt-to-Income Ratio,Total Debt,Loan Amount,Loan Term,Loan Repayment History,Account Balance,Monthly Expenditure,Credit Card Utilization,Default History,Employment Status,Collateral Value,Risk Grade
10305,800,230000,0.25,88000,48000,23,late,52000,15500,25,TRUE,unemployed,37000,medium
10306,850,300000,0.19,120000,68000,29,on time,65000,20000,19,FALSE,employed,46000,low
10307,830,280000,0.22,100000,58000,25,late,58000,18000,22,TRUE,self-employed,42000,medium
10308,840,320000,0.17,112000,64000,30,on time,68000,21000,20,FALSE,unemployed,48000,low
10309,820,260000,0.23,96000,52000,26,late,59000,17500,23,TRUE,employed,41000,medium
10310,830,290000,0.2,104000,60000,27,on time,62000,19000,20,FALSE,self-employed,44000,low
10311,850,330000,0.18,124000,72000,31,on time,73000,22000,18,FALSE,unemployed,50000,low
10312,820,240000,0.24,92000,52000,24,late,54000,16500,24,TRUE,employed,38000,medium
10313,830,270000,0.21,98000,56000,28,on time,60000,18000,21,FALSE,self-employed,41000,low
10314,850,310000,0.16,116000,68000,32,on time,69000,21000,16,FALSE,unemployed,51000,low
10315,820,260000,0.23,96000,52000,26,late,59000,17500,23,TRUE,employed,41000,medium
10316,830,290000,0.2,104000,60000,27,on time,62000,19000,20,FALSE,self-employed,44000,low
10317,850,330000,0.18,124000,72000,31,on time,73000,22000,18,FALSE,unemployed,50000,low
10318,820,240000,0.24,92000,52000,24,late,54000,16500,24,TRUE,employed,38000,medium
10319,830,270000,0.21,98000,56000,28,on time,60000,18000,21,FALSE,self-employed,41000,low
10320,850,310000,0.16,116000,68000,32,on time,69000,21000,16,FALSE,unemployed,51000,low
10321,840,280000,0.22,100000,58000,29,on time,63000,20000,22,FALSE,self-employed,42000,medium
10322,830,300000,0.19,110000,64000,33,late,70000,22000,19,TRUE,unemployed,48000,medium
10323,840,320000,0.17,120000,70000,35,on time,75000,24000,17,FALSE,employed,52000,low
10324,820,290000,0.23,100000,58000,30,late,63000,20000,23,TRUE,self-employed,42000,medium
10325,830,310000,0.2,110000,64000,34,on time,70000,22000,20,FALSE,unemployed,48000,medium
10326,840,330000,0.18,120000,72000,36,on time,75000,24000,18,FALSE,employed,52000,low
10327,820,290000,0.23,100000,58000,30,late,63000,20000,23,TRUE,self-employed,42000,medium
10328,830,310000,0.2,110000,64000,34,on time,70000,22000,20,FALSE,unemployed,48000,medium
10329,840,330000,0.18,120000,72000,36,on time,75000,24000,18,FALSE,employed,52000,low
10330,820,260000,0.24,96000,52000,26,late,59000,17500,24,TRUE,employed,41000,medium
10331,830,290000,0.21,104000,60000,27,on time,62000,19000,21,FALSE,self-employed,44000,low
10332,850,310000,0.16,116000,68000,32,on time,69000,21000,16,FALSE,unemployed,51000,low
10333,840,320000,0.17,120000,70000,35,on time,75000,24000,17,FALSE,employed,52000,low
10334,820,260000,0.24,96000,52000,26,late,59000,17500,24,TRUE,employed,41000,medium
10335,830,290000,0.21,104000,60000,27,on time,62000,19000,21,FALSE,self-employed,44000,low
10336,850,310000,0.16,116000,68000,32,on time,69000,21000,16,FALSE,unemployed,51000,low
10337,840,320000,0.17,120000,70000,35,on time,75000,24000,17,FALSE,employed,52000,low
10338,820,260000,0.24,96000,52000,26,late,59000,17500,24,TRUE,employed,41000,medium
10339,830,290000,0.21,104000,60000,27,on time,62000,19000,21,FALSE,self-employed,44000,low
10340,850,310000,0.16,116000,68000,32,on time,69000,21000,16,FALSE,unemployed,51000,low
10341,810,280000,0.23,98000,58000,29,on time,63000,20000,20,FALSE,employed,42000,low
10342,820,300000,0.19,112000,72000,31,on time,74000,22000,19,FALSE,self-employed,45000,low
10343,830,320000,0.17,124000,80000,33,late,81000,25000,18,TRUE,unemployed,48000,medium
10344,840,340000,0.15,136000,88000,36,on time,90000,28000,17,FALSE,employed,52000,low
10345,810,260000,0.25,98000,58000,28,on time,63000,20000,20,FALSE,self-employed,42000,low
10346,820,300000,0.19,112000,72000,30,on time,74000,22000,19,FALSE,unemployed,45000,low
10347,830,320000,0.17,124000,80000,34,late,81000,25000,18,TRUE,employed,48000,medium
10348,840,340000,0.15,136000,88000,37,on time,90000,28000,17,FALSE,self-employed,52000,low
10349,810,260000,0.25,98000,58000,29,on time,63000,20000,20,FALSE,employed,42000,low
10350,820,300000,0.19,112000,72000,32,on time,74000,22000,19,FALSE,unemployed,45000,low
10351,720,85000,0.25,20000,15000,5,on time,1000,7000,0.5,FALSE,employed,5000,Low
10352,680,70000,0.3,25000,18000,7,late,500,6000,0.6,TRUE,self-employed,8000,Medium
10353,780,90000,0.2,30000,22000,10,on time,2000,8000,0.4,FALSE,unemployed,10000,Low
10354,740,80000,0.25,28000,20000,8,late,1500,7500,0.7,TRUE,employed,7000,Medium
10355,820,95000,0.15,32000,24000,12,on time,2500,9000,0.3,FALSE,self-employed,12000,Low
10356,660,65000,0.35,31000,26000,9,late,1200,7000,0.8,TRUE,unemployed,9000,Medium
10357,760,87000,0.2,29000,21000,11,on time,3000,8200,0.5,FALSE,employed,11000,Low
10358,700,72000,0.3,33000,29000,13,late,1800,7800,0.9,TRUE,self-employed,13000,Medium
10359,780,93000,0.1,35000,27000,14,on time,3500,9200,0.2,FALSE,unemployed,14000,Low
10360,740,81000,0.25,38000,31000,16,late,2200,8800,0.6,TRUE,employed,16000,Medium
10361,820,98000,0.15,42000,34000,18,on time,4000,9800,0.3,FALSE,self-employed,18000,Low
10362,780,92000,0.2,41000,36000,19,late,2800,9600,0.4,TRUE,unemployed,20000,Medium
10363,740,88000,0.25,45000,38000,20,on time,3200,10000,0.5,FALSE,employed,22000,Low
10364,660,68000,0.35,48000,42000,22,late,2400,10400,0.7,TRUE,self-employed,24000,Medium
10365,780,98000,0.1,51000,44000,24,on time,4500,11000,0.2,FALSE,unemployed,26000,Low
10366,720,74000,0.28,52000,46000,25,late,2600,11200,0.8,TRUE,employed,28000,Medium
10367,800,106000,0.12,58000,50000,27,on time,5000,12000,0.4,FALSE,self-employed,30000,Low
10368,740,78000,0.22,60000,54000,29,late,2900,12400,0.6,TRUE,unemployed,32000,Medium
10369,820,108000,0.18,62000,56000,31,on time,3500,12800,0.3,FALSE,employed,34000,Low
10370,700,69000,0.32,64000,58000,33,late,3100,13000,0.9,TRUE,self-employed,36000,Medium
10371,780,94000,0.14,66000,60000,35,on time,3800,13200,0.2,FALSE,unemployed,38000,Low
10372,760,81000,0.24,68000,62000,37,late,3500,13400,0.5,TRUE,employed,40000,Medium
10373,820,109000,0.16,70000,64000,39,on time,4100,13600,0.4,FALSE,self-employed,42000,Low
10374,740,79000,0.26,72000,66000,41,late,3800,13800,0.6,TRUE,unemployed,44000,Medium
10375,800,101000,0.1,74000,68000,43,on time,4500,14000,0.3,FALSE,employed,46000,Low
10376,720,71000,0.29,76000,70000,45,late,4200,14200,0.8,TRUE,self-employed,48000,Medium
10377,780,96000,0.13,78000,72000,47,on time,4900,14400,0.4,FALSE,unemployed,50000,Low
10378,740,82000,0.23,80000,74000,49,late,4600,14600,0.6,TRUE,employed,52000,Medium
10379,820,110000,0.15,82000,76000,51,on time,5200,14800,0.3,FALSE,self-employed,54000,Low
10380,700,69000,0.31,84000,78000,53,late,4900,15000,0.9,TRUE,unemployed,56000,Medium
10381,780,98000,0.11,86000,80000,55,on time,5400,15200,0.2,FALSE,employed,58000,Low
10382,720,73000,0.27,88000,82000,57,late,5100,15400,0.5,TRUE,self-employed,60000,Medium
10383,800,103000,0.14,90000,84000,59,on time,5600,15600,0.4,FALSE,unemployed,62000,Low
10384,740,81000,0.24,92000,86000,61,late,5300,15800,0.6,TRUE,employed,64000,Medium
10385,820,111000,0.17,94000,88000,63,on time,6000,16000,0.3,FALSE,self-employed,66000,Low
10386,760,72000,0.21,96000,90000,65,late,5800,16200,0.5,TRUE,unemployed,68000,Medium
10387,800,104000,0.13,98000,92000,67,on time,6200,16400,0.4,FALSE,employed,70000,Low
10388,780,101000,0.19,100000,94000,69,late,6600,16600,0.6,TRUE,self-employed,72000,Medium
10389,820,113000,0.16,102000,96000,71,on time,7000,16800,0.3,FALSE,unemployed,74000,Low
10390,760,91000,0.23,104000,98000,73,late,7400,17000,0.5,TRUE,employed,76000,Medium
10391,800,106000,0.15,106000,100000,75,on time,7800,17200,0.4,FALSE,self-employed,78000,Low
10392,780,109000,0.18,108000,102000,77,late,8200,17400,0.6,TRUE,unemployed,80000,Medium
10393,820,115000,0.14,110000,104000,79,on time,8600,17600,0.3,FALSE,employed,82000,Low
10394,760,103000,0.22,112000,106000,81,late,9000,17800,0.5,TRUE,self-employed,84000,Medium
10395,800,110000,0.17,114000,108000,83,on time,9400,18000,0.4,FALSE,unemployed,86000,Low
10396,780,112000,0.2,116000,110000,85,late,9800,18200,0.6,TRUE,employed,88000,Medium
10397,820,118000,0.16,118000,112000,87,on time,10200,18400,0.3,FALSE,self-employed,90000,Low
10398,760,115000,0.24,120000,114000,89,late,10600,18600,0.5,TRUE,unemployed,92000,Medium
10399,800,119000,0.19,122000,116000,91,on time,11000,18800,0.4,FALSE,employed,94000,Low
10400,780,121000,0.22,124000,118000,93,late,11400,19000,0.6,TRUE,self-employed,96000,Medium
10401,720,85000,0.25,30000,20000,5,on time,10000,2500,30,none,employed,10000,low
10402,650,60000,0.35,40000,25000,10,late,5000,2000,50,past due,self-employed,5000,medium
10403,820,120000,0.2,20000,15000,3,on time,15000,4000,20,none,employed,15000,low
10404,580,40000,0.4,60000,30000,7,late,10000,2500,60,past due,unemployed,10000,high
10405,740,90000,0.15,15000,10000,4,on time,12000,3000,25,none,self-employed,12000,low
10406,660,70000,0.3,45000,28000,9,late,6000,2200,45,past due,employed,6000,medium
10407,800,140000,0.1,10000,8000,2,on time,18000,4500,15,none,self-employed,18000,low
10408,540,35000,0.45,70000,35000,8,late,8000,2500,65,past due,unemployed,8000,high
10409,720,80000,0.2,20000,12000,6,on time,12000,3200,30,none,employed,12000,low
10410,680,65000,0.32,42000,26000,11,late,7000,2400,50,past due,self-employed,7000,medium
10411,820,130000,0.12,8000,6000,3,on time,20000,5000,20,none,employed,20000,low
10412,580,42000,0.42,68000,36000,9,late,9000,2800,60,past due,unemployed,9000,high
10413,740,95000,0.16,15000,11000,5,on time,14000,3500,25,none,self-employed,14000,low
10414,660,72000,0.29,48000,28000,10,late,8000,2600,45,past due,employed,8000,medium
10415,800,160000,0.08,10000,8000,2,on time,22000,5500,15,none,self-employed,22000,low
10416,620,38000,0.38,63000,38000,7,late,8500,2700,55,past due,unemployed,8500,high
10417,780,99000,0.14,14000,10000,4,on time,15000,3750,20,none,self-employed,15000,low
10418,700,67000,0.26,46000,27000,12,late,7500,2500,40,past due,employed,7500,medium
10419,840,150000,0.06,9000,7000,3,on time,23000,5750,10,none,self-employed,23000,low
10420,600,45000,0.41,70000,45000,8,late,9000,2900,60,past due,unemployed,9000,high
10421,760,92000,0.13,12000,9000,5,on time,13000,3250,20,none,self-employed,13000,low
10422,680,64000,0.29,48000,28000,10,late,7800,2600,45,past due,employed,7800,medium
10423,820,140000,0.09,8000,6000,3,on time,20000,5000,15,none,self-employed,20000,low
10424,580,41000,0.42,68000,36000,9,late,9200,2800,60,past due,unemployed,9200,high
10425,740,94000,0.15,15000,11000,5,on time,14000,3500,25,none,self-employed,14000,low
10426,660,71000,0.28,48000,28000,10,late,7900,2600,45,past due,employed,7900,medium
10427,800,170000,0.07,10000,8000,2,on time,24000,5800,10,none,self-employed,24000,low
10428,620,39000,0.38,63000,38000,7,late,8600,2700,55,past due,unemployed,8600,high
10429,780,101000,0.12,14000,10000,4,on time,15200,3800,20,none,self-employed,15200,low
10430,700,68000,0.25,46000,27000,12,late,7600,2500,40,past due,employed,7600,medium
10431,840,152000,0.05,9000,7000,3,on time,24200,5900,10,none,self-employed,24200,low
10432,600,46000,0.41,70000,45000,8,late,9200,2900,60,past due,unemployed,9200,high
10433,760,93000,0.11,12000,9000,5,on time,13200,3300,20,none,self-employed,13200,low
10434,680,66000,0.27,48000,28000,10,late,7800,2600,45,past due,employed,7800,medium
10435,820,142000,0.08,8000,6000,3,on time,21000,5200,15,none,self-employed,21000,low
10436,740,118000,0.14,18000,14000,6,on time,14600,3700,25,none,self-employed,14600,low
10437,660,49000,0.34,62000,38000,9,late,9800,3100,55,past due,unemployed,9800,high
10438,800,198000,0.06,10000,8000,2,on time,24800,6200,10,none,self-employed,24800,low
10439,720,128000,0.18,22000,16000,7,on time,16800,4200,25,none,self-employed,16800,low
10440,580,44000,0.43,72000,42000,11,late,10000,3200,65,past due,unemployed,10000,high
10441,760,98000,0.12,14000,10000,4,on time,15200,3800,20,none,self-employed,15200,low
10442,820,158000,0.09,9000,7000,3,on time,24200,5900,10,none,self-employed,24200,low
10443,740,122000,0.15,20000,15000,6,on time,16000,4000,25,none,self-employed,16000,low
10444,660,48000,0.35,60000,37000,10,late,9800,3100,55,past due,unemployed,9800,high
10445,780,104000,0.13,14000,10000,4,on time,15200,3800,20,none,self-employed,15200,low
10446,820,152000,0.08,8000,6000,3,on time,21000,5200,15,none,self-employed,21000,low
10447,740,118000,0.14,18000,14000,6,on time,14600,3700,25,none,self-employed,14600,low
10448,660,49000,0.34,62000,38000,9,late,9800,3100,55,past due,unemployed,9800,high
10449,780,198000,0.06,10000,8000,2,on time,24800,6200,10,none,self-employed,24800,low
10450,720,128000,0.18,22000,16000,7,on time,16800,4200,25,none,self-employed,16800,low
10451,580,44000,0.43,72000,42000,11,late,10000,3200,65,past due,unemployed,10000,high
10452,760,98000,0.12,14000,10000,4,on time,15200,3800,20,none,self-employed,15200,low
10453,820,158000,0.09,9000,7000,3,on time,24200,5900,10,none,self-employed,24200,low
10454,740,122000,0.15,20000,15000,6,on time,16000,4000,25,none,self-employed,16000,low
10455,660,48000,0.35,60000,37000,10,late,9800,3100,55,past due,unemployed,9800,high
10456,780,220000,0.05,12000,9000,5,on time,29800,7400,15,none,self-employed,29800,low
10457,820,180000,0.08,8000,6000,4,on time,26800,6700,12,none,self-employed,26800,low
10458,720,140000,0.17,24000,18000,7,on time,18800,4700,22,none,self-employed,18800,low
10459,760,96000,0.11,16000,12000,6,on time,17200,4300,20,none,self-employed,17200,low
10460,740,100000,0.16,20000,15000,5,on time,15800,3900,24,none,self-employed,15800,low
10461,660,46000,0.36,64000,38000,12,late,10200,3200,58,past due,unemployed,10200,high
10462,820,200000,0.07,10000,8000,3,on time,29200,7300,13,none,self-employed,29200,low
10463,760,110000,0.13,18000,14000,6,on time,17800,4400,21,none,self-employed,17800,low
10464,740,130000,0.15,22000,16000,7,on time,16800,4100,25,none,self-employed,16800,low
10465,660,52000,0.38,68000,40000,13,late,10800,3400,62,past due,unemployed,10800,high
10466,820,220000,0.06,11000,8500,4,on time,30800,7700,14,none,self-employed,30800,low
10467,760,120000,0.14,20000,15000,6,on time,17800,4400,22,none,self-employed,17800,low
10468,740,140000,0.16,24000,18000,7,on time,18800,4700,24,none,self-employed,18800,low
10469,660,48000,0.37,66000,38000,12,late,10200,3200,60,past due,unemployed,10200,high
10470,820,200000,0.08,10000,8000,3,on time,29200,7300,13,none,self-employed,29200,low
10471,760,110000,0.13,18000,14000,6,on time,17800,4400,21,none,self-employed,17800,low
10472,740,130000,0.15,22000,16000,7,on time,16800,4100,25,none,self-employed,16800,low
10473,660,52000,0.38,68000,40000,13,late,10800,3400,62,past due,unemployed,10800,high
10474,820,220000,0.06,11000,8500,4,on time,30800,7700,14,none,self-employed,30800,low
10475,760,120000,0.14,20000,15000,6,on time,17800,4400,22,none,self-employed,17800,low
10476,780,100000,0.13,22000,16000,5,on time,18800,4500,23,none,self-employed,18800,low
10477,700,180000,0.1,9000,7000,3,on time,29800,7400,15,none,self-employed,29800,low
10478,820,250000,0.04,8000,6000,2,on time,32800,8100,12,none,self-employed,32800,low
10479,660,40000,0.39,72000,52000,14,late,12800,3600,64,past due,unemployed,12800,high
10480,740,160000,0.12,24000,18000,6,on time,19800,4800,24,none,self-employed,19800,low
10481,780,130000,0.15,22000,16000,7,on time,16800,4100,25,none,self-employed,16800,low
10482,700,200000,0.09,10000,8000,3,on time,29200,7300,13,none,self-employed,29200,low
10483,820,280000,0.03,7000,5500,2,on time,33800,8400,11,none,self-employed,33800,low
10484,660,38000,0.4,76000,58000,15,late,13800,3800,66,past due,unemployed,13800,high
10485,740,170000,0.11,26000,19000,6,on time,19800,4800,24,none,self-employed,19800,low
10486,780,140000,0.14,20000,15000,5,on time,17800,4400,22,none,self-employed,17800,low
10487,700,190000,0.08,9000,7000,3,on time,29800,7400,15,none,self-employed,29800,low
10488,820,260000,0.02,6000,4500,2,on time,34800,8700,10,none,self-employed,34800,low
10489,660,42000,0.41,82000,62000,16,late,14800,4000,68,past due,unemployed,14800,high
10490,740,180000,0.1,25000,19000,6,on time,19800,4800,24,none,self-employed,19800,low
10491,780,150000,0.13,22000,16000,5,on time,16800,4100,25,none,self-employed,16800,low
10492,700,210000,0.07,8000,6000,3,on time,30800,7700,13,none,self-employed,30800,low
10493,820,290000,0.01,5000,4000,2,on time,35800,8900,9,none,self-employed,35800,low
10494,660,46000,0.42,88000,68000,17,late,15800,4100,70,past due,unemployed,15800,high
10495,740,190000,0.09,28000,21000,6,on time,20800,5100,26,none,self-employed,20800,low
10496,810,240000,0.03,5500,4500,2,on time,37800,9200,12,none,self-employed,37800,low
10497,620,38000,0.43,92000,82000,18,late,16800,4400,72,past due,unemployed,16800,high
10498,760,160000,0.11,30000,24000,7,on time,22800,5800,29,none,self-employed,22800,low
10499,680,220000,0.06,7000,5000,4,on time,30800,7800,14,none,self-employed,30800,low
10500,800,300000,0.02,6000,5000,3,on time,39800,10000,8,none,self-employed,39800,low
